path,code,char,category,prefix,doc_id,subset,line,idx,is_copy,group,parsed,width,height,mode,bytes,md5,ok,ink_frac,mid_grey_frac,border_mean,phash
ThaiCharacter Dataset/round2/161/bc_001tg_8_323.jpg,161,ก,consonant,bc,1,tg,8,323,False,bc_001,True,18,25,L,699,66c129a719eff87f703442242f50a601,True,0.464444,0.0,142.89,de212125a5f4f4f4
ThaiCharacter Dataset/round2/161/bc_001tg_8_345.jpg,161,ก,consonant,bc,1,tg,8,345,False,bc_001,True,18,27,L,942,1d0c809ef49a9da1e0dd6554f1906830,True,0.481481,0.0,183.4,de20a165b5f4f4d0
ThaiCharacter Dataset/round2/161/bc_001tg_8_385.jpg,161,ก,consonant,bc,1,tg,8,385,False,bc_001,True,18,26,L,1016,f72d0bca57f5c54164324b41db23d0b7,True,0.478632,0.0,197.13,de212521e575f474
ThaiCharacter Dataset/round2/161/bc_001tg_8_394.jpg,161,ก,consonant,bc,1,tg,8,394,False,bc_001,True,18,26,L,802,2b1b2931075d222108dacf81edab4bc9,True,0.474359,0.0,157.55,de2121a7e5f4f0b0
ThaiCharacter Dataset/round2/161/bc_001tg_8_408.jpg,161,ก,consonant,bc,1,tg,8,408,False,bc_001,True,18,26,L,1059,4faeb484e6433d2d2787e4b3170e27eb,True,0.467949,0.0,160.71,de212125b574fc74
ThaiCharacter Dataset/round2/161/bc_001tg_8_411.jpg,161,ก,consonant,bc,1,tg,8,411,False,bc_001,True,18,26,L,789,dc4054906d898ed7090c3133c3f38976,True,0.467949,0.0,148.48,de2121a7e5f4f031
ThaiCharacter Dataset/round2/161/bc_001tg_8_425.jpg,161,ก,consonant,bc,1,tg,8,425,False,bc_001,True,18,26,L,874,c52e93f7377922a4a6330571108b3e6b,True,0.472222,0.0,151.65,de20212da17df47c
ThaiCharacter Dataset/round2/161/bc_001tg_8_58.jpg,161,ก,consonant,bc,1,tg,8,58,False,bc_001,True,18,26,L,870,70512978443d894c8501d8c62ad34908,True,0.446581,0.0,172.65,de21a127a574f474
ThaiCharacter Dataset/round2/161/bc_001tg_8_77.jpg,161,ก,consonant,bc,1,tg,8,77,False,bc_001,True,18,25,L,781,ba951f82dc4e35176b3f9c440f0cba48,True,0.46,0.0,155.26,de21212535f4f4f4
ThaiCharacter Dataset/round2/161/bc_001tg_8_89.jpg,161,ก,consonant,bc,1,tg,8,89,False,bc_001,True,18,26,L,777,3feb40bcaba95ce73ab815ad9b2bbca8,True,0.474359,0.0,157.63,de2121a7e5f4f490
ThaiCharacter Dataset/round2/161/bc_001tg_9_109.jpg,161,ก,consonant,bc,1,tg,9,109,False,bc_001,True,18,26,L,796,bfa854cd8eb49acd63efa63248aca631,True,0.467949,0.0,160.56,de2121a7e4f0f1b1
ThaiCharacter Dataset/round2/161/bc_001tg_9_135.jpg,161,ก,consonant,bc,1,tg,9,135,False,bc_001,True,18,26,L,786,7d51e77deeff7512e517427e72f851da,True,0.485043,0.0,151.63,de21212da47df474
ThaiCharacter Dataset/round2/161/bc_001tg_9_160.jpg,161,ก,consonant,bc,1,tg,9,160,False,bc_001,True,18,26,L,1040,c15d6a44d45c01cb00dcbc4515164e9a,True,0.487179,0.0,154.54,de212125e574f475
ThaiCharacter Dataset/round2/161/bc_001tg_9_162.jpg,161,ก,consonant,bc,1,tg,9,162,False,bc_001,True,18,26,L,848,7ccabf0dcb194d8277af3b19917cdf51,True,0.485043,0.0,148.55,de212125b575f474
ThaiCharacter Dataset/round2/161/bc_001tg_9_40.jpg,161,ก,consonant,bc,1,tg,9,40,False,bc_001,True,19,26,L,948,b24823017739ec0db7af3705e5048412,True,0.455466,0.0,198.41,da212527f5f4f070
ThaiCharacter Dataset/round2/161/bc_001tg_9_51.jpg,161,ก,consonant,bc,1,tg,9,51,False,bc_001,True,18,26,L,951,3c2129962cc221de18804bf45c6c4267,True,0.485043,0.0,175.92,de202525fe74bc34
ThaiCharacter Dataset/round2/161/bc_002sg_10_133.jpg,161,ก,consonant,bc,2,sg,10,133,False,bc_002,True,13,17,L,647,353327c2ed27a0fc56e428cd2705e413,True,0.461538,0.0,186.41,da202525f4f5f075
ThaiCharacter Dataset/round2/161/bc_002sg_10_68.jpg,161,ก,consonant,bc,2,sg,10,68,False,bc_002,True,12,17,L,646,6d724deaa31f88e9b6d5ae5473411904,True,0.485294,0.0,141.63,dea521e4e4b5f031
ThaiCharacter Dataset/round2/161/bc_002sg_10_90.jpg,161,ก,consonant,bc,2,sg,10,90,False,bc_002,True,12,17,L,627,953b2756b1eb1437d363d916613ace4f,True,0.52451,0.0,127.56,dea0213575f4f4b0
ThaiCharacter Dataset/round2/161/bc_002sg_3_71.jpg,161,ก,consonant,bc,2,sg,3,71,False,bc_002,True,12,18,L,694,933a7bab08294f1c7c459d321e90fe63,True,0.444444,0.0,168.2,de21a361f075f071
ThaiCharacter Dataset/round2/161/bc_002sg_4_133.jpg,161,ก,consonant,bc,2,sg,4,133,False,bc_002,True,13,18,L,746,53fcd5a2cfbe755bf0f04d0c6b5b5003,True,0.457265,0.0,197.55,da24252de634f275
ThaiCharacter Dataset/round2/161/bc_002sg_4_158.jpg,161,ก,consonant,bc,2,sg,4,158,False,bc_002,True,12,17,L,647,91bf301f47e8b0e500cb13d512f4618e,True,0.5,0.0,146.2,de202565343db67c
ThaiCharacter Dataset/round2/161/bc_002sg_4_161.jpg,161,ก,consonant,bc,2,sg,4,161,False,bc_002,True,12,18,L,728,a5c9f75f07dcf91490ea97c047ef5136,True,0.472222,0.0,159.18,9e21a125e775f470
ThaiCharacter Dataset/round2/161/bc_002sg_4_183.jpg,161,ก,consonant,bc,2,sg,4,183,False,bc_002,True,12,18,L,568,580be88d6c4d79711f876909785bb083,True,0.5,0.0,154.73,de21a1a7b7f0f090
ThaiCharacter Dataset/round2/161/bc_002sg_4_187.jpg,161,ก,consonant,bc,2,sg,4,187,False,bc_002,True,12,17,L,657,e704c7501c6d2224d90c71491e456417,True,0.446078,0.0,137.04,de212b6ba578b431
ThaiCharacter Dataset/round2/161/bc_002sg_4_190.jpg,161,ก,consonant,bc,2,sg,4,190,False,bc_002,True,13,17,L,648,9c8e366d72cd61b96305db81c5fb490c,True,0.452489,0.0,186.46,da2525a5f4f4f070
ThaiCharacter Dataset/round2/161/bc_002sg_4_220.jpg,161,ก,consonant,bc,2,sg,4,220,False,bc_002,True,12,17,L,603,0eb3f206038cbba90e5ede38ccacaebe,True,0.490196,0.0,160.43,9ea065253674f4f8
ThaiCharacter Dataset/round2/161/bc_002sg_5_120.jpg,161,ก,consonant,bc,2,sg,5,120,False,bc_002,True,12,18,L,642,83de1734e5ef2561d045b4b1194561bc,True,0.49537,0.0,149.89,de2123a7f4b6f090
ThaiCharacter Dataset/round2/161/bc_002sg_5_131.jpg,161,ก,consonant,bc,2,sg,5,131,False,bc_002,True,12,17,L,565,0984979e2e32bcdb7698e862fccbd384,True,0.52451,0.0,122.78,de2121252575f4fc
ThaiCharacter Dataset/round2/161/bc_002sg_5_146.jpg,161,ก,consonant,bc,2,sg,5,146,False,bc_002,True,12,18,L,683,7ced9169bcc2c3aa4e3dd9e386566ecb,True,0.513889,0.0,154.79,de20a12db47db436
ThaiCharacter Dataset/round2/161/bc_002sg_5_178.jpg,161,ก,consonant,bc,2,sg,5,178,False,bc_002,True,13,18,L,673,2a332de81cea023bac9d1e2e9b6413da,True,0.474359,0.0,166.86,de23a32ce474f071
ThaiCharacter Dataset/round2/161/bc_002sg_5_233.jpg,161,ก,consonant,bc,2,sg,5,233,False,bc_002,True,12,17,L,600,6cbd2351f04550ab34cf9f0689e2a2c5,True,0.47549,0.0,169.78,9e2165b5b4f4b2b0
ThaiCharacter Dataset/round2/161/bc_002sg_5_236.jpg,161,ก,consonant,bc,2,sg,5,236,False,bc_002,True,12,18,L,695,d11b73ac3d1867ad867e71cb9352575c,True,0.476852,0.0,159.11,de212127e4f4f171
ThaiCharacter Dataset/round2/161/bc_002sg_5_242.jpg,161,ก,consonant,bc,2,sg,5,242,False,bc_002,True,12,17,L,565,3d41593a58b03ca823488f82517a487e,True,0.45098,0.0,146.31,de2123a5e4f4f0b1
ThaiCharacter Dataset/round2/161/bc_002sg_5_255.jpg,161,ก,consonant,bc,2,sg,5,255,False,bc_002,True,12,17,L,597,ab563b740269195e05caaa7538fb6670,True,0.495098,0.0,127.48,de212361e47df035
ThaiCharacter Dataset/round2/161/bc_002sg_5_273.jpg,161,ก,consonant,bc,2,sg,5,273,False,bc_002,True,13,18,L,736,5dad8d5b2505d8243513f54323db83d2,True,0.435897,0.0,214.95,da2525a5f4b4f8c1
ThaiCharacter Dataset/round2/161/bc_002sg_5_278.jpg,161,ก,consonant,bc,2,sg,5,278,False,bc_002,True,12,18,L,571,0872933d20f0a91a90cd5271fefe23b6,True,0.5,0.0,154.66,dea1a1a7f4f0f090
ThaiCharacter Dataset/round2/161/bc_002sg_5_310.jpg,161,ก,consonant,bc,2,sg,5,310,False,bc_002,True,13,18,L,699,2226b68bb5b10f9e4392bebd7c9e45ba,True,0.435897,0.0,214.97,da2125e1f5b1f491
ThaiCharacter Dataset/round2/161/bc_002sg_5_37.jpg,161,ก,consonant,bc,2,sg,5,37,False,bc_002,True,14,18,L,563,1ba780b5b373910bd86ab3612d167917,True,0.511905,0.0,153.02,de2121e7e7b690d0
ThaiCharacter Dataset/round2/161/bc_002sg_5_47.jpg,161,ก,consonant,bc,2,sg,5,47,False,bc_002,True,15,18,L,625,4151e58180a747bbaec62ffa78656540,True,0.496296,0.0,143.63,de6121a7e6a4f0b1
ThaiCharacter Dataset/round2/161/bc_002sg_5_52.jpg,161,ก,consonant,bc,2,sg,5,52,False,bc_002,True,15,18,L,686,30b18bf6d062b99c1688bdb03f1a55c5,True,0.492593,0.0,151.94,de69216ce4f4f091
ThaiCharacter Dataset/round2/161/bc_002sg_5_69.jpg,161,ก,consonant,bc,2,sg,5,69,False,bc_002,True,12,18,L,657,612e7ac3d19a632a15785c1e6f6ed104,True,0.509259,0.0,145.59,de21a127a77cf070
ThaiCharacter Dataset/round2/161/bc_002sg_5_81.jpg,161,ก,consonant,bc,2,sg,5,81,False,bc_002,True,12,18,L,728,6355302bb9f17d1760a121e8dce2adcf,True,0.509259,0.0,145.8,de202925e775b474
ThaiCharacter Dataset/round2/161/bc_002sg_6_106.jpg,161,ก,consonant,bc,2,sg,6,106,False,bc_002,True,13,18,L,744,9c5cb8a4f6b5516b114356c8a4774cc7,True,0.444444,0.0,188.69,de2321a5a675f4d0
ThaiCharacter Dataset/round2/161/bc_002sg_6_130.jpg,161,ก,consonant,bc,2,sg,6,130,False,bc_002,True,13,18,L,740,55a888b7095d4e3f47a96904628f38f5,True,0.5,0.0,188.62,9aa02565f6f5b0d1
ThaiCharacter Dataset/round2/161/bc_002sg_6_135.jpg,161,ก,consonant,bc,2,sg,6,135,False,bc_002,True,12,17,L,568,16978ecc69edae402567a8a0b5bc9306,True,0.52451,0.0,127.52,de21212765757574
ThaiCharacter Dataset/round2/161/bc_002sg_6_23.jpg,161,ก,consonant,bc,2,sg,6,23,False,bc_002,True,15,18,L,596,bf59ebcbb1107d0de22ab61a7c408ee6,True,0.581481,0.0,131.55,de202124e7f4f1f1
ThaiCharacter Dataset/round2/161/bc_002sg_6_29.jpg,161,ก,consonant,bc,2,sg,6,29,False,bc_002,True,15,18,L,691,9400c2f1fdf9bc009299952961026118,True,0.562963,0.0,143.84,de212025a6f4f4f5
ThaiCharacter Dataset/round2/161/bc_002sg_6_34.jpg,161,ก,consonant,bc,2,sg,6,34,False,bc_002,True,15,18,L,561,325c4c3ccd87629163ba14bcecd48744,True,0.548148,0.0,156.08,de20a1a7e6f6d0d0
ThaiCharacter Dataset/round2/161/bc_002sg_6_37.jpg,161,ก,consonant,bc,2,sg,6,37,False,bc_002,True,15,18,L,716,afc31e6b6928fdb5ee126565916651b0,True,0.518519,0.0,143.92,de21232ce4ecf4b1
ThaiCharacter Dataset/round2/161/bc_002sg_6_73.jpg,161,ก,consonant,bc,2,sg,6,73,False,bc_002,True,12,18,L,653,7a88b65f8077e9466084126fba88d8b7,True,0.523148,0.0,154.82,9e2121a5b5f5b2d1
ThaiCharacter Dataset/round2/161/bc_002sg_6_94.jpg,161,ก,consonant,bc,2,sg,6,94,False,bc_002,True,12,17,L,564,a8c16da99254f941207e7cedeca8bdf4,True,0.529412,0.0,122.89,de2121252dfd7474
ThaiCharacter Dataset/round2/161/bc_002sg_7_42.jpg,161,ก,consonant,bc,2,sg,7,42,False,bc_002,True,12,18,L,570,2bc32e9ac5ab40df489e1906d91c3e8a,True,0.509259,0.0,145.7,de2021a7a7f4f0f0
ThaiCharacter Dataset/round2/161/bc_002sg_7_91.jpg,161,ก,consonant,bc,2,sg,7,91,False,bc_002,True,12,18,L,643,cf96346591bf4eeebba7461153def76f,True,0.462963,0.0,149.91,de2123a5f075f0b1
ThaiCharacter Dataset/round2/161/bc_002sg_8_112.jpg,161,ก,consonant,bc,2,sg,8,112,False,bc_002,True,12,17,L,565,0984979e2e32bcdb7698e862fccbd384,True,0.52451,0.0,122.78,de2121252575f4fc
ThaiCharacter Dataset/round2/161/bc_002sg_8_116.jpg,161,ก,consonant,bc,2,sg,8,116,False,bc_002,True,12,17,L,608,986149134b3d97899b9bd273e148a376,True,0.490196,0.0,132.09,de2123a4e4f4f0f4
ThaiCharacter Dataset/round2/161/bc_002sg_8_119.jpg,161,ก,consonant,bc,2,sg,8,119,False,bc_002,True,12,18,L,647,e47f6be7875671281a6555fe6764978a,True,0.5,0.0,145.55,de212327f0f5f091
ThaiCharacter Dataset/round2/161/bc_002sg_8_125.jpg,161,ก,consonant,bc,2,sg,8,125,False,bc_002,True,12,18,L,564,73c9b8ed2c55c2109d5498864613a88f,True,0.490741,0.0,159.27,dea1a1a5b4f4d492
ThaiCharacter Dataset/round2/161/bc_002sg_8_171.jpg,161,ก,consonant,bc,2,sg,8,171,False,bc_002,True,12,17,L,645,0268043b45aa6eb40b6c4d235b638010,True,0.509804,0.0,127.37,de2123e6e43578f0
ThaiCharacter Dataset/round2/161/bc_002sg_8_227.jpg,161,ก,consonant,bc,2,sg,8,227,False,bc_002,True,12,18,L,642,46e4ac9581c7bf945c0e77619d64cd50,True,0.50463,0.0,145.66,de21a125e57df034
ThaiCharacter Dataset/round2/161/bc_002sg_8_234.jpg,161,ก,consonant,bc,2,sg,8,234,False,bc_002,True,12,18,L,682,f3c234831ce070f09683373954e86dd2,True,0.472222,0.0,149.88,de20212fe47cf474
ThaiCharacter Dataset/round2/161/bc_002sg_8_59.jpg,161,ก,consonant,bc,2,sg,8,59,False,bc_002,True,13,17,L,652,863156c89fa65e17826311fe3d6857a0,True,0.438914,0.0,186.39,da212565b5f4f470
ThaiCharacter Dataset/round2/161/bc_002sg_8_91.jpg,161,ก,consonant,bc,2,sg,8,91,False,bc_002,True,12,17,L,649,91d3c41a7ea8b80370ca310bae11db3d,True,0.509804,0.0,136.81,de202925a37d747c
ThaiCharacter Dataset/round2/161/bc_002tg_10_115.jpg,161,ก,consonant,bc,2,tg,10,115,False,bc_002,True,18,26,L,841,0346efb8aa09a2af9bd27449ca2aa17a,True,0.476496,0.0,157.62,de202125e57df43c
ThaiCharacter Dataset/round2/161/bc_002tg_10_164.jpg,161,ก,consonant,bc,2,tg,10,164,False,bc_002,True,18,26,L,859,078af329e1698975e0c905cc254cedc3,True,0.470085,0.0,154.76,de212125e574f4f4
ThaiCharacter Dataset/round2/161/bc_002tg_10_88.jpg,161,ก,consonant,bc,2,tg,10,88,False,bc_002,True,17,26,L,845,f2b6b09c56ed9340bb99305d7fbb94a8,True,0.4819,0.0,164.59,dea12121e775f511
ThaiCharacter Dataset/round2/161/bc_002tg_3_74.jpg,161,ก,consonant,bc,2,tg,3,74,False,bc_002,True,18,25,L,795,6a0af43ff731b55b5d9218b36d8b545a,True,0.46,0.0,145.96,de2121252df4f4b5
ThaiCharacter Dataset/round2/161/bc_002tg_4_152.jpg,161,ก,consonant,bc,2,tg,4,152,False,bc_002,True,18,26,L,784,c9cf767393cf5c5d780d33a1122a336c,True,0.472222,0.0,145.51,de21212765f4f4f0
ThaiCharacter Dataset/round2/161/bc_002tg_4_179.jpg,161,ก,consonant,bc,2,tg,4,179,False,bc_002,True,19,26,L,983,f991e94d339c5a5d4df94423dcfa228d,True,0.461538,0.0,192.51,de212525653df478
ThaiCharacter Dataset/round2/161/bc_002tg_4_182.jpg,161,ก,consonant,bc,2,tg,4,182,False,bc_002,True,19,26,L,909,8e174fbebada00fcb5174666a8f83068,True,0.44332,0.0,201.34,da2125e7f4f4b070
ThaiCharacter Dataset/round2/161/bc_002tg_4_210.jpg,161,ก,consonant,bc,2,tg,4,210,False,bc_002,True,17,26,L,755,b4d5f435ce03771c8ca2d72677e18146,True,0.477376,0.0,145.96,de2121a3e5b5f4b0
ThaiCharacter Dataset/round2/161/bc_002tg_4_214.jpg,161,ก,consonant,bc,2,tg,4,214,False,bc_002,True,18,26,L,967,b402ebc3464b4b66c2c860d78c7bea48,True,0.463675,0.0,206.12,9e21252de53df434
ThaiCharacter Dataset/round2/161/bc_002tg_4_217.jpg,161,ก,consonant,bc,2,tg,4,217,False,bc_002,True,18,26,L,691,55489836f9f5b725b732ecfdd4f83193,True,0.463675,0.0,151.56,de212125e5f4f4f0
ThaiCharacter Dataset/round2/161/bc_002tg_4_249.jpg,161,ก,consonant,bc,2,tg,4,249,False,bc_002,True,18,26,L,949,30abf7b57f38bf11373643eb0da6a6fa,True,0.470085,0.0,154.56,de212125e575f4f0
ThaiCharacter Dataset/round2/161/bc_002tg_5_119.jpg,161,ก,consonant,bc,2,tg,5,119,False,bc_002,True,18,26,L,953,503df00df555c11d1a3a653ea277d138,True,0.480769,0.0,163.68,de202129f575f0f4
ThaiCharacter Dataset/round2/161/bc_002tg_5_131.jpg,161,ก,consonant,bc,2,tg,5,131,False,bc_002,True,18,26,L,796,2997b2c5be92fa0c565352c2f7773764,True,0.465812,0.0,151.61,de212127e5f4f431
ThaiCharacter Dataset/round2/161/bc_002tg_5_150.jpg,161,ก,consonant,bc,2,tg,5,150,False,bc_002,True,18,26,L,851,c9bf692a8c25820e61970a9a740b1043,True,0.487179,0.0,148.68,de212125b47df4b4
ThaiCharacter Dataset/round2/161/bc_002tg_5_188.jpg,161,ก,consonant,bc,2,tg,5,188,False,bc_002,True,19,26,L,893,6b0c1a9ec9d51bf9dcbae209211b06b2,True,0.487854,0.0,162.86,de212325f4f5f0b0
ThaiCharacter Dataset/round2/161/bc_002tg_5_249.jpg,161,ก,consonant,bc,2,tg,5,249,False,bc_002,True,18,26,L,851,67d97a9e9fea7400c11f7b255036ef31,True,0.461538,0.0,154.58,de212125a575f4f4
ThaiCharacter Dataset/round2/161/bc_002tg_5_252.jpg,161,ก,consonant,bc,2,tg,5,252,False,bc_002,True,19,26,L,1070,964b6726e05178861b9c8f24ed8a05b4,True,0.433198,0.0,198.31,da2125a5e774b4f0
ThaiCharacter Dataset/round2/161/bc_002tg_5_260.jpg,161,ก,consonant,bc,2,tg,5,260,False,bc_002,True,18,26,L,859,e303a03a3bb7aa5e4da2ed7f9c8d109d,True,0.448718,0.0,166.69,de212125f5f5f0b0
ThaiCharacter Dataset/round2/161/bc_002tg_5_275.jpg,161,ก,consonant,bc,2,tg,5,275,False,bc_002,True,18,26,L,966,d1dee656ae448c02b864fdb12fb2264a,True,0.438034,0.0,194.01,de216125a7f4f0f0
ThaiCharacter Dataset/round2/161/bc_002tg_5_295.jpg,161,ก,consonant,bc,2,tg,5,295,False,bc_002,True,18,26,L,1030,ef1f6436d31c7734351364d7c70cb279,True,0.495726,0.0,181.85,de212525b43cf4bc
ThaiCharacter Dataset/round2/161/bc_002tg_5_301.jpg,161,ก,consonant,bc,2,tg,5,301,False,bc_002,True,18,27,L,843,941cf1dc4250d7be1d48344724fb45cc,True,0.465021,0.0,168.71,de212125b5f5b4f0
ThaiCharacter Dataset/round2/161/bc_002tg_5_335.jpg,161,ก,consonant,bc,2,tg,5,335,False,bc_002,True,19,26,L,1028,d9f420cf8a6d5d305b17abf8e9cc6b27,True,0.437247,0.0,198.27,de212525e575f434
ThaiCharacter Dataset/round2/161/bc_002tg_5_35.jpg,161,ก,consonant,bc,2,tg,5,35,False,bc_002,True,23,27,L,906,19bb66f471c6825ffed15f329b2491a1,True,0.497585,0.0,217.34,da212127e5f6f0d1
ThaiCharacter Dataset/round2/161/bc_002tg_5_45.jpg,161,ก,consonant,bc,2,tg,5,45,False,bc_002,True,22,27,L,938,0137fdc960229f3dc98a67ec523d74d4,True,0.538721,0.0,157.22,de202125e6f5f4f0
ThaiCharacter Dataset/round2/161/bc_002tg_5_51.jpg,161,ก,consonant,bc,2,tg,5,51,False,bc_002,True,23,27,L,905,15fd9fa23289af6c6a5ab4575b1882a6,True,0.507246,0.0,193.58,de2025a7e6f4f0d0
ThaiCharacter Dataset/round2/161/bc_002tg_5_72.jpg,161,ก,consonant,bc,2,tg,5,72,False,bc_002,True,18,27,L,901,6320335b0dd1cd21cb77ed7ef0b997e8,True,0.465021,0.0,165.77,de212127e575f071
ThaiCharacter Dataset/round2/161/bc_002tg_5_85.jpg,161,ก,consonant,bc,2,tg,5,85,False,bc_002,True,18,26,L,859,e8c6352a1647771384fe3915b1ae593c,True,0.487179,0.0,142.27,de212127a5f4f4f0
